id,name,neighborhood,latitude,longitude,price
5570,Ocean front condo on the sand,Mission Bay,32.7843,-117.25258,2050
29967,"Great home, 10 min walk to Beach",Pacific Beach,32.80724,-117.2563,225
38245,Point Loma: Den downstairs,Roseville,32.74202,-117.2187,75
39516,Art Studio Retreat/Rustic Cabin,North Hills,32.73188,-117.11918,74
54001,"La Jolla 2 Bdr Cottage: 1 Qn; 2Twns, Blks 2 Ocn",La Jolla,32.81301,-117.26856,80
62274,"charming, colorful, close to beach",Pacific Beach,32.80734,-117.24243,68
62949,Pacific Beach Cozy Private Unit Bikes Included,Pacific Beach,32.80961,-117.23056,75
67441,Canyon apartment hideaway,College Area,32.76365,-117.07675,90
75668,San Diego Living by JA 2,North Hills,32.7473,-117.14423,45
77785,"Ideal for Work, Med Students, Grad Students",Old Town,32.7481,-117.19165,150
79300,San Diego living by JA 1,North Hills,32.74594,-117.14406,50
103417,"La Jolla Retreat-Zen Lifestyle, Not Just a  Room",La Jolla,32.81321,-117.26853,87
103720,Gaslamp Room - Hillcrest House Bed & Breakfast,Midtown,32.74779,-117.1648,99
108349,Felspar Townhome- Beach Living by Boardwalk & Pier,Pacific Beach,32.79783,-117.25416,209
117896,"La Jolla  Beach Paradise, San Diego",La Jolla,32.8107,-117.26109,89
119063,Cheery Yellow Beach House,Pacific Beach,32.79757,-117.2474,178
123990,Laid-Back Luxe San Diego,Rancho Penasquitos,32.99091,-117.16673,525
126344,"Tourmaline House - Steps to Beach, Pet-Friendly",Pacific Beach,32.80572,-117.25936,221
132966,Water View Studio in Pacific Beach!,Pacific Beach,32.80855,-117.2584,75
134731,Open - Studio Ocean View,Del Mar Heights,32.93446,-117.24833,109
146886,"Downtown, Spacious and Bright with Balcony!",Grant Hill,32.70803,-117.14341,79
149548,"Mission Bay Getaway, Near beaches! SUPER SANITIZED",Bay Park,32.80157,-117.20093,49
161818,Great Neighborhood-1 Bedroom in a 3 BR house. .,Kensington,32.77164,-117.10017,79
165967,MIKE'S PLACE - A PRIVATE  COTTAGE,West University Heights,32.75173,-117.15284,125
166241,Casa d'Elia Guestroom,East Lake,32.6567,-116.9713,75
166787,Bay View Studio Condo in La Playa,Wooded Area,32.71908,-117.23071,75
167022,Room and bath in home near beach.,Mission Bay,32.79487,-117.23433,50
167760,Traveler's Haven - Central to all!,Mira Mesa,32.91104,-117.1302,48
167804,"Mission Bay Retreat Studio, near Beaches, La Jolla",Bay Park,32.80041,-117.20152,49
168415,Travel Twin Artist Retreat w/ Pool & Jacuzzi!,Bird Land,32.78175,-117.16045,49
170421,Traveler's Haven 2 - Central to all,Mira Mesa,32.91123,-117.13099,55
170741,Ocean Front Penthouse Condominum,Ocean Beach,32.73822,-117.25368,132
171147,3/2 Home in Heart of San Diego,North Hills,32.73577,-117.12866,249
171212,Entire 3BR/2BA Condo in Beautiful Del Mar!,Carmel Valley,32.94663,-117.23244,100
172519,Upstairs Room/Pt. Loma,Roseville,32.74129,-117.21853,90
174015,Beach Hide Out,Mission Bay,32.78333,-117.25262,150
175119,"Private bed&bath, All Welcome",Talmadge,32.76493,-117.08815,71
176588,Mission Bay Cottage - SAN DIEGO,Moreno Mission,32.77246,-117.20233,89
179884,Mission Beach Contemporary Home,Mission Bay,32.77528,-117.25274,390
182428,Adorable South Mission Studio 5- 1block to Ocean,Mission Bay,32.76411,-117.25139,79
182504,Sunny San Diego Home Near All,Midtown,32.74316,-117.16748,149
184238,"Ocean Beach, Ocean views, hot tub, garage parking!",Loma Portal,32.74098,-117.24471,165
189785,"La Jolla/PB Ocean views! 
1 block to beach & surf.",La Jolla,32.81015,-117.26804,95
190179,Bohemian Beach House,Mission Bay,32.78248,-117.25169,190
190225,LJ Village charming home with private pool & spa,La Jolla,32.84061,-117.26902,550
204211,Fabulous Home by La Jolla and Beaches,University City,32.85359,-117.2135,525
205703,"BEST LOCATION, BEST PRICE IN S.D.",Midtown,32.74632,-117.15077,80
211583,"The Happy Little Cottage, just steps to sand...",Mission Bay,32.76735,-117.24928,170
213653,Beautiful Ocean View & Torrey PInes Serenity,Torrey Pines,32.9259,-117.24959,770
241210,Room for rent in North Park Home near DT San Diego,North Hills,32.75734,-117.13669,60
244653,PRIVATE ROOM + BATHROOM,Mountain View,32.69743,-117.10602,70
246264,Central San Diego At Your Doorstep One Bedroom,Linda Vista,32.79432,-117.17452,89
248857,Downtown San Diego Studio,East Village,32.71383,-117.15606,149
252289,Private oasis w/ jacuzzi,Old Town,32.75233,-117.17709,135
269843,Twin Corner Artist Retreat w/ Pool & Jacuzzi!,Bird Land,32.78175,-117.16045,58
272822,★70s VIBE★HUGE UNIQUE WOOD-PANELED ROOM with PATIO,Darnall,32.75041,-117.06613,75
273134,Master Bed/Bath Artist Retreat w/ Pool & Jacuzzi!,Bird Land,32.78175,-117.16045,85
274943,"Great Location, Modern and Affordable!",Grant Hill,32.70922,-117.14334,99
275539,Great Location!  Super Central! Balcony Apartment,Grant Hill,32.70862,-117.14266,79
275557,"Bright, Ground Level, Designer, Studio Suite",Grant Hill,32.70808,-117.14405,69
275560,Great Location!  Spacious and Elegant!,Grant Hill,32.70922,-117.14229,79
275566,Fantastic Location!  Spacious and Elegant!,Grant Hill,32.7078,-117.14369,89
275567,Luxurious and Affordable!  Economy Apartment!,Grant Hill,32.7091,-117.14232,89
278138,Comfy Room Close to Everything !!,Scripps Ranch,32.90838,-117.08981,65
278158,Comfy & Cozy Room for Travelers,Scripps Ranch,32.90678,-117.08732,65
278161,Master Bedroom with Private Bath,Scripps Ranch,32.90899,-117.08809,85
279012,Tropical Home Near Beach w/ Hot Tub,Ocean Beach,32.73378,-117.2445,235
281817,Private & Quiet Detached Cottage. No A/C,South Park,32.72857,-117.12282,95
289088,"Quiet studio: King bed, AC, Washer",Midtown,32.74245,-117.17547,85
292285,Sleek & Modern OB Condo 2+2 BCH,Loma Portal,32.75031,-117.23056,95
299720,Bankers Hill Studio by Balboa Park,Midtown,32.73457,-117.1643,91
311052,Historic Kensington Craftsman Charm,Kensington,32.76133,-117.10455,70
314926,PaxLaJolla- Entire 2BR 2BA Walk2 Beach 1 month min,La Jolla,32.83073,-117.27654,188
323711,Cute little Granny Flat  San Diego ,Lake Murray,32.79524,-117.00936,85
323773,Little Italy Executive Penthouse,Little Italy,32.7218,-117.16687,167
343495,Private & Cozy Bohemian OB Cottage,Ocean Beach,32.75182,-117.24502,139
359838,"SPCL RATES FOR SPRING! Convent Ctr, zoo,  museum 2",Balboa Park,32.71708,-117.13934,125
359971,Hillcrest - (close to Zoo & Balboa Park),West University Heights,32.75742,-117.14789,99
385343,Charming Beach Retreat,Ocean Beach,32.75433,-117.2477,139
385760,"Super location,  beautiful neighborhood",Loma Portal,32.75719,-117.22755,50
393042,Twin Bed  Upstairs,Roseville,32.73815,-117.22005,135
394524,Private Studio a few steps away from the beach,Pacific Beach,32.80143,-117.25725,127
395071,Mission Beach meets Mission Bay,Mission Bay,32.78937,-117.25509,235
396390,Independent room in the back garden,Midtown,32.74494,-117.17412,70
401431,Charming Ocean Beach cottage,Ocean Beach,32.75127,-117.2489,125
401581,cozy home close to wind n sea beach,La Jolla,32.83077,-117.27335,59
409649,Looking for Roommate to share condo,Clairemont Mesa,32.80408,-117.16061,35
410726,Wonderful La Jolla Beach Retreat!,La Jolla,32.8345,-117.27567,250
413705,San Diego HOME  Beautiful --EAST -Bdrm,Bay Park,32.77925,-117.20543,47
426121,Charming & Centrally Located Apt,Midtown,32.74258,-117.17784,109
438786,1925 Hillcrest home with large outdoor patio!,North Hills,32.75024,-117.1441,85
460007,Historic Victorian Charm Downtown (Carriage House),Cortez Hill,32.7203,-117.16327,120
460016,Victorian Charmer Downtown #222 (upstairs),Cortez Hill,32.72019,-117.163,165
462375,Charming Craftsman House 3br/2ba,Balboa Park,32.72069,-117.13104,250
466663,Walk to bay/downtwn  park BLUE ROOM,Park West,32.72662,-117.16599,39
467573,Condo in San Diego near downtown,Midtown,32.74919,-117.1531,50
468475,Garden Cottage blocks to bay/dwntwn,Park West,32.7266,-117.16376,39
470519,Walk To All Bay/Park/Zoo/Gaslamp/Convention/ATTIC,Park West,32.72795,-117.16392,45
470520,Outdoor shower walk to all Greenrom,Park West,32.72728,-117.16441,40
472433,Beachfront La Jolla Home - Sunsets!,La Jolla,32.82862,-117.28008,650
473679,Studio in the Heart of South Park!,South Park,32.72006,-117.12752,69
479322,Downtown close-Hip apartment,Grant Hill,32.71009,-117.14451,119
482741,1 BR in Charming 2 BR Apt University Heights,West University Heights,32.75793,-117.14805,38
483463,Urban San Diego Cottage with Garden,Normal Heights,32.75748,-117.12138,137
483688,Quaint cottage near USD/Old Town and trolley line,Moreno Mission,32.76597,-117.19067,126
495832,Perfect Pacific Beach Bungalow- with Parking!,Pacific Beach,32.80427,-117.24335,139
497584,Lavishly Restored 2 bedroom #218,Cortez Hill,32.72011,-117.16364,140
500915,Craftsman in hip area near downtown,South Park,32.72858,-117.12689,199
506774,Cozy Backyard Cottage in South Park,South Park,32.71994,-117.12865,89
519849,Eco Luxury Guest House,Mission Bay,32.79123,-117.23557,200
522108,Charming Craftsman in South Park,South Park,32.71905,-117.12827,225
528113,"Stylish Modern Condo, Stunning Views",Midtown,32.73629,-117.16152,83
531406,Extreme home stay in La Jolla!,La Jolla,32.83253,-117.25909,130
533390,Private 1 bedroom ‘BirdsNest’ by the Park,North Hills,32.74152,-117.13474,290
561997,"ENCHANTING SANCTUARY, CENTRAL TO ALL",Bay Park,32.80643,-117.19622,199
563806,803 El Carmel - Deluxe Town Home,Mission Bay,32.77816,-117.25234,275
564627,Beach Home 2blocks from the beach.,Pacific Beach,32.80695,-117.25428,961
571552,2bd/2ba PENTHOUSE in a Cloud,East Village,32.71089,-117.15446,295
571822,La Jolla Kid Friendly Beach House,La Jolla,32.81549,-117.26378,450
576112,Soulful Studio 2 Blocks to Beach,Pacific Beach,32.80432,-117.25331,115
585426,4 Br Large Family House Normal Heights San Diego,Normal Heights,32.76517,-117.12635,200
585469,Aunt Chris' San Diego Getaway New and Improved,South Park,32.7285,-117.12425,74
587471,"OMG Views! Spacious-Modern, Jacuzzi, Beach & City",Ocean Beach,32.73598,-117.25136,650
589214,MOST POPULAR LISTING WALK TO BAY DOWNTOWN PARK/ZOO,Park West,32.7266,-117.16571,55
589254,Hillcrest San Diego Midcentury Bedroom Bathroom,Midtown,32.7424,-117.16346,59
591575,Luxury Condo with Ocean Views,La Jolla,32.82935,-117.27878,365
597609,Vista Del Mar Two,La Jolla,32.82763,-117.27862,365
599607,Backyard Treehouse Flat,Midtown,32.74407,-117.17589,200
602985,Quaint Historic Beach House,Ocean Beach,32.74541,-117.24939,197
604169,"BOAT, BED & BREAKFAST - ""SLIPAWAY"" - 45'  Ketch",Midtown District,32.71937,-117.22115,245
606508,"condos in San Diego, CA",East Village,32.71878,-117.15331,275
610920,La Jolla Beach Beauty ~ 3bd/2ba walk to beach/surf,La Jolla,32.81395,-117.26666,525
611250,Walk to bay downtownn Priv 1/2 bath,Park West,32.72727,-117.16611,39
616718,Priv Bath Walk to Bay/downotwn/park,Park West,32.72831,-117.16564,40
631271,Downtown San Diego Loft,East Village,32.71553,-117.15311,126
637308,La Jolla Castle in the Sky,La Jolla,32.84117,-117.26714,1295
651542,Spanish Revival Home with a View,Midtown,32.74479,-117.17559,175
653299,*Prime Location!!*99 WaLK Score*,Marina,32.70951,-117.1623,90
655822,Andrade  Spa In Sunny San Diego CA,Rancho Penasquitos,32.9519,-117.11233,200
657051,"Eco Studio disinfected w/Jacuzzi -keyless, pets OK",South Park,32.72287,-117.12472,150
657126,"Steps to la jolla cove, walk to all",La Jolla,32.84588,-117.27058,155
670830,"Walk to bay/dwntwn/parkZoo, parking free/Lavender",Park West,32.72704,-117.16424,49
674234,"1/2 br condo in San Diego, Mission Valley",West University Heights,32.76267,-117.15929,300
678569,"Walk to all, Village step to beach",La Jolla,32.84543,-117.2699,165
691132,"Family Beach Home, 2 Blocks To Sand",La Jolla,32.80887,-117.25906,465
691897,"BOAT, BED & BREAKFAST - ""Dauntless"" - 46' Hampton",Midtown District,32.71937,-117.22115,265
693579,1 Bed Apt- Ideal for Travel Nurse / Grad / Coder,Balboa Park,32.71521,-117.14496,64
705866,Romantic getaway  La jolla village,La Jolla,32.84506,-117.27025,175
708473,Private Guest suite w/ Ocean View,Ocean Beach,32.73889,-117.24971,99
723387,Perfect PB Spring/Summer Getaway!,Pacific Beach,32.79353,-117.24379,125
732851,One night stay in Luxury,Pacific Beach,32.80738,-117.24673,500
743453,"Quiet, relaxing, big & private room",Clairemont Mesa,32.80878,-117.18563,55
746233,"SPCL RATES FOR SPRING! Convent Ctr, Museum, Zoo, 1",Balboa Park,32.71684,-117.13886,125
747354,Quiet Canyon Retreat in heart of SD,Old Town,32.75491,-117.17107,300
752725,Vintage 1928 Craftsman Cottage outdoor living & AC,North Hills,32.74411,-117.13947,126
756810,Ocean retreat in Point Loma,Wooded Area,32.72538,-117.25129,98
756856,Sunset Cliffs hill-top private room,Wooded Area,32.72747,-117.24972,75
756982,Perfect La Jolla Spanish Cottage,La Jolla,32.84097,-117.27014,181
765407,Cute Ocean Beach 2 Bedroom House!,Loma Portal,32.74824,-117.24015,185
766826,Bungalow by the Bay Sunsets & Sails,Mission Bay,32.77976,-117.23723,325
768093,"family friendly, close to the beach",Pacific Beach,32.8073,-117.24181,249
776603,charming cottage by la jolla cove,La Jolla,32.84538,-117.26891,185
778962,"1 of a Kind!  North Park, Hillcrest",North Hills,32.7505,-117.14171,119
780297,LaJolla Villa Santorini Design,La Jolla,32.81099,-117.26656,230
789549,"Modern, Bright and Beautiful Across From Ballpark",East Village,32.71064,-117.15588,169
797668,Mission Beach Paradise. Beach & Bay,Mission Bay,32.76046,-117.24858,199
802029,Room with Private Bath Near Convention Center,East Village,32.70996,-117.15435,54
803261,LaJolla-San Diego Spacious Room  UCSD perfect4YOU,University City,32.86968,-117.21976,50
807383,"Vibrant Retreat-1 block to Urban Hub, Blue Room",Normal Heights,32.7647,-117.1225,42
810931,"Large Clean Bedroom Ideal for Grads, Intern, Coder",East Village,32.71717,-117.15184,50
815244,MasterBedroom in cottage near beach,Mission Bay,32.79473,-117.23311,75
816942,"Great Location, Affordable & Fun!",Grantville,32.7861,-117.10664,125
821576,"Surf, sand, comfort & great price! ",Pacific Beach,32.80749,-117.2565,195
821991,Early 1900's Carriage House w/Views,North Hills,32.74429,-117.13149,99
831012,Ocean View Deck ☆ 2 Homes to Ocean ☆ Dogs ok,Pacific Beach,32.80227,-117.25813,199
834215,Windansea Beach House,La Jolla,32.83306,-117.27547,109
841035,3Bd Ba~1457sf~Trolley/Conv Cntr/Gaslamp/Dnwtn/Zoo,East Village,32.69855,-117.14664,299
845247,PB Dream Home! Comfy Master Bdrm!,Pacific Beach,32.80797,-117.2467,500
847669,Sunny San Diego,Rancho Penasquitos,32.958,-117.14482,74
853488,"★★★★★ C-19 CLEAN Memory Foam Full Bed, Desk & Wifi",Mira Mesa,32.92114,-117.14685,39
868988,Stay on the Beach in San Diego,Mission Bay,32.76842,-117.24933,350
873742,Welcoming Bungalow close to it all!,South Park,32.72521,-117.1274,119
879422,Luxury condo with Bay & City View,Cortez Hill,32.72188,-117.15703,165
885550,Centrally Located In Mission Valley,Grantville,32.78229,-117.1067,90
887573,Cozy Room in Pacifc Beach,Mission Bay,32.79171,-117.23389,49
888310,Luxury Condo  Close to Downtown San Di,Park West,32.73005,-117.16316,83
895236,Dreamy Pacific Beach Vacation Condo,Pacific Beach,32.80157,-117.23616,126
896439,Historic Gallagher Home (1),Midtown,32.74239,-117.1638,90
906070,Luxury Condo Del Mar(Carmel Valley),Carmel Valley,32.95101,-117.23074,85
908300,Creatives’ Hideaway Retreat - CDC Cleaning!,Grant Hill,32.70764,-117.14261,90
908965,Mission Bay Hideaway,Mission Bay,32.78673,-117.25305,169
914317,Amazing Cottage at the Beach!,Ocean Beach,32.75117,-117.25125,139
918743,PRIVATE BATHROOM! COZY & QUIET  :),College Area,32.76499,-117.08041,55
919528,Ocean View La Jolla Mid-Century Modern near Beach,La Jolla,32.84995,-117.26101,699
925146,Windansea 2bd; check calendar for special $,La Jolla,32.82694,-117.27858,300
925170,$100-150 night--Windansea #3,La Jolla,32.82853,-117.277,150
931686,2 Homes to Beach ★ Exclusive Backyard ★ Dogs OK,Pacific Beach,32.80166,-117.25723,275
935860,"Zen House, Quiet Neighborhood",Serra Mesa,32.7935,-117.14504,50
937720,"Charming, lovely home in San Diego",Balboa Park,32.7295,-117.13236,151
942915,Wow! Oceanfront 2 BR! -  810,Pacific Beach,32.79979,-117.25704,328
954165,La Jolla Shores Vacation Home Near Beach and UCSD,La Jolla,32.85102,-117.24824,150
960642,Dual Level High Rise Penthouse-Near Padres Stadium,East Village,32.70997,-117.15458,150
961307,Canyon view room,College Area,32.76516,-117.07728,150
962857,"EXECUTIVE LIVING, DINING ON FIFTH, BUDGET PRICES!",Gaslamp Quarter,32.70914,-117.15934,82
964412,Perfect Oceanfront 1 Bedroom! -1006,Pacific Beach,32.79928,-117.2572,235
968243,"Beautifully located, unique condo",Carmel Valley,32.94525,-117.23253,70
968253,Gorgeous Two Bedroom Gaslamp District,East Village,32.71284,-117.15801,158
972820,Conv Cntr-Gaslamp-Petco-Efficiency studio-1-2 Max,East Village,32.70025,-117.14671,89
973850,Cozy WindanSea Beach Cottage -A\C- 2 blks to beach,La Jolla,32.83012,-117.27302,225
977917,Pacific Beach Oceanfront 1 BR! - 207,Pacific Beach,32.80084,-117.25778,235
977935,Incredible Oceanfront 1 BR! -  209,Pacific Beach,32.80057,-117.25852,222
977954,Amazing Oceanfront 1 BR! -  406,Pacific Beach,32.79948,-117.25704,235
977963,Fantastic Oceanfront 1 BR! -  509,Pacific Beach,32.801,-117.25853,235
977985,Amazing Oceanfront 1 BR! -  609,Pacific Beach,32.79817,-117.25784,235
978168,Pacific Beach Oceanfront 1 BR! -  706,Pacific Beach,32.79697,-117.25668,235
978187,Wow! PB Oceanfront 1 BR! -  709,Pacific Beach,32.79621,-117.25608,235
978199,Fantastic Oceanfront 1 BR! -  809,Pacific Beach,32.79681,-117.25738,235
978275,Fantastic PB Oceanfront 2 BR! - 205,Pacific Beach,32.79967,-117.25772,328
978319,Amazing PB Oceanfront 2 BR! - 508,Pacific Beach,32.80101,-117.25778,328
978349,Pacific Beach Oceanfront 2 BR! - 603,Pacific Beach,32.7998,-117.25855,328
978368,Fabulous Oceanfront 2 BR! - 610,Pacific Beach,32.79931,-117.25779,328
980232,Fantastic Oceanfront 2 BR! - 708,Pacific Beach,32.80049,-117.25843,328
980392,Luxurious Oceanfront Corner 2 BR 801,Pacific Beach,32.80034,-117.25885,358
980406,Amazing Oceanfront Corner 2 BR - Incredible View!,Pacific Beach,32.80122,-117.25749,358
982503,Share 3 BR house,Encanto,32.72352,-117.05186,90
990185,4 bed/2 ba Family Retreat in SD,Mira Mesa,32.91785,-117.14942,151
990676,South Park Comfy Cottage,North Hills,32.7336,-117.11641,95
992004,49 Steps to the Sand!   Yes ... 49!,Mission Bay,32.78582,-117.25426,182
992009,49 STEPS 2 - THE HEART of MISSION BEACH,Mission Bay,32.78553,-117.25448,165
998231,Gorgeous Convenient San Diego Home,Linda Vista,32.78175,-117.18221,200
1003174,Charming cozy bedroom in San Diego,Balboa Park,32.72962,-117.13249,60
1006312,"La Jolla Dream Villa, Kid Friendly",Pacific Beach,32.81837,-117.23067,1400
1008877,Affordable Del Mar Back Cottage,Del Mar Heights,32.94701,-117.25949,115
1022379,Super Disinfected Beach home Close to All - HotTub,Roseville,32.73448,-117.22914,299
1024393,3BR Loft Style -Convention Cntr-Petco Park-Gaslamp,East Village,32.69868,-117.14705,199
1030627,Aunt Sally's Bdrm FREE Breakfast & 1 FREE Zoo Pass,Clairemont Mesa,32.81569,-117.16524,59
1034805,Kid Friendly Home Blocks From Beach,Pacific Beach,32.80675,-117.2456,339
1037247,Windansea #1; Check calendar for special $$,La Jolla,32.82694,-117.27866,130
1060753,Modern Loft in Gaslamp + Parking,Gaslamp Quarter,32.71328,-117.16208,450
1063149,Modern townhouse with luxury spa,North Hills,32.75289,-117.13129,285
1072842,The Best Place In South Park!,Balboa Park,32.72081,-117.12928,95
1080319,Stacey's 2 Bedroom Beach Home,Mission Bay,32.76066,-117.24786,125
1080335,Stacey's 5 Bd Water View Beach Home,Mission Bay,32.76077,-117.24932,295
1083576,"Quaint Cottage Heart of North Park, Location A+!",North Hills,32.74577,-117.13193,80
1083711,Spacecraft in North Park,North Hills,32.74652,-117.13102,110
1083946,Furnished Entire Home/Condo in Downtown/San Diego,East Village,32.71557,-117.15346,179
1097960,Pacific Beach Fun Surf Bike Cottage,Pacific Beach,32.79773,-117.24334,119
1101470,*Hospital Clean*Charming Getaway with Skyline View,Balboa Park,32.71884,-117.14239,140
1109171,Private Tiny Home Cottage in North Park,North Hills,32.74647,-117.12203,79
1115516,cozy private room in pacific beach,Pacific Beach,32.80619,-117.23379,65
1121508,Sparkling Clean Room w/Bathroom Near Everything,Loma Portal,32.74278,-117.22468,69
1127311,30 Day Min 5-STAR Bed/Bath with Extras!,Balboa Park,32.71724,-117.1322,75
1133487,2 Bdr Bungalow - Block from Beach!,Ocean Beach,32.75116,-117.24717,145
1151029,"Peaceful home near Mall, UCSD, Beach&Bus Stops!",University City,32.86039,-117.21805,130
1163324,Clairemont Mesa whole house with yard.,Clairemont Mesa,32.82404,-117.19434,166
1166766,Luxury Gated Mission Bay Estate,Bay Park,32.78458,-117.20111,795
1167130,Brand New Tuscan Estate,Old Town,32.74692,-117.18771,699
1171359,Beach Condo STEPS to sand w/ parking & AC!,Ocean Beach,32.75086,-117.25112,199
1174868,"Mission Beach Get a way, top unit",Mission Bay,32.77375,-117.25119,500
1180719,Beautiful Spacious Beach Flat,Pacific Beach,32.7995,-117.25536,250
1183323,Beach Escape! Large outdoor decks! Fully Stocked!,Mission Bay,32.78354,-117.2526,259
1183581,Cozy Private Room in Great Location,Del Mar Heights,32.94774,-117.26041,70
1198495,The Village Retreat!,La Jolla,32.84583,-117.2717,275
1206065,Mission Beach 2BD 1.5BA #2-50 ft to the beach,Mission Bay,32.76679,-117.25175,225
1210095,2 Homes to Beach + Ocean View Deck + Yard + Dog OK,Pacific Beach,32.8024,-117.25792,525
1212363,Private Balcony!  Great Location!,Grant Hill,32.70878,-117.14366,69
1212604,"Spacious, Luxury, Two Bedroom, 2 Bath, Downtown",Grant Hill,32.71108,-117.14403,149
1220018,Midcentury Victorian Charm w/ View!,Balboa Park,32.71617,-117.14327,75
1221017,"Ocean Views, Torrey Pines State Beach",Carmel Valley,32.92386,-117.22896,700
1233047,Enjoy Stunning Views of San Diego! ,Roseville,32.72446,-117.23954,311
1252651,OB Blue BeachHome 2 Blks to Ocean,Ocean Beach,32.74449,-117.25235,225
1260804,San Diego 4 BR View House Little Italy Balboa Park,Midtown,32.73166,-117.16815,275
1261964,"Modern, Minimalist Luxe Penthouse",Moreno Mission,32.76602,-117.18596,110
1276350,"Aunt Sallys -Custom Breakfast, 50% Zoo Discount!!",Clairemont Mesa,32.81409,-117.16415,259
1284694,Downtown Victorian Loft Views,Grant Hill,32.71261,-117.1427,139
1285153,1 Bed in a 6 Bed Dorm at Fun Little Italy Hostel,Cortez Hill,32.72314,-117.16545,99
1286742,Mission Beach 2BD 1.5 BA #3 50 ft to the sand,Mission Bay,32.76851,-117.25108,215
1301778,Swanky Casa Ocean Beach 1 Blk to Beach with A/C,Ocean Beach,32.74929,-117.24992,198
1309450,Gorgeous 5 bedroom 4.5 Bath home built in 2013,Scripps Ranch,32.9042,-117.07048,250
1309621,Ocean View Beach House (Sleeps 8-12) Steps 2 Beach,Mission Bay,32.7672,-117.25309,405
1313140,"2 bedrm, 2 bath on the Beach beauty",Tijuana River Valley,32.54588,-117.07088,360
1316496,Big 3BD 2 blks to Beach Ocean View,Pacific Beach,32.80727,-117.25695,225
1335408,Modern Spacious Yoga Studio!,North Hills,32.74196,-117.12281,115
1339446,"SanDiego, Hillcrest, 1 Master Bedroom & Bath",Midtown,32.74728,-117.14698,125
1346986,The Cali Surf Palace,University City,32.8466,-117.21583,75
1356144,Great Room 4 Comic-Con Near Downtown & Airport SD,Loma Portal,32.7427,-117.22622,75
1374898,On park. 1 bed apt.has air & parking.+kitchen+w&d,West University Heights,32.7631,-117.14528,121
1378432,Walk to bay Priv. bath private deck,Park West,32.72844,-117.16588,39
1388706,Modern/Custom Beach House - Del Mar,Del Mar Heights,32.93454,-117.25406,385
1393531,Soak in a Hot Tub at a Mediterranean Beach House,Ocean Beach,32.75082,-117.25154,1200
1393792,Private room in Chula Vista,Otay Ranch,32.63544,-116.98259,58
1399003,Charming in Little Italy,Little Italy,32.72019,-117.16657,130
1402502,Pacific Beach 2BDRM- Ocean Front Building,Pacific Beach,32.79717,-117.25751,210
1438332,"Private room w/bath, Chula Vista",Otay Ranch,32.63461,-116.98408,52
1445441,Beautiful Mission Beach San Diego,Mission Bay,32.762,-117.2514,350
1456924,Mission Beach 2BR/1.5 Bath # 4 50 ft to the sand!,Mission Bay,32.76722,-117.25246,225
1462213,OB RedFishT 2 1/2 Blocks to Beach!,Ocean Beach,32.74996,-117.24372,79
1479166,"1 block to the beach,dog friendly w/ a.c.!",Ocean Beach,32.75142,-117.24993,190
1482943,"Studio Cottage, Walk to Balboa Park, (has A/C!)",Park West,32.73037,-117.16279,110
1484257,"Pacific Beach Clean Relaxing Flat- 1br, Sleeps 5",Pacific Beach,32.80003,-117.2366,125
1487073,Peaceful San Diego Canyon Loft,North Clairemont,32.82452,-117.20252,97
1487384,"Pool, Spa, View & Location",La Jolla,32.82473,-117.23803,1100
1494013,Fully Furnished Rooms for Rent!,College Area,32.77178,-117.07181,95
1507011,"San Diego condo 2br/2ba, 1 parking",West University Heights,32.75743,-117.14873,150
1508327,Cozy Ocean View Beach Cottage (Phone number hidden by Airbnb) Sleeps-5,Mission Bay,32.78531,-117.25386,175
1511791,Fabulous Ocean Front Home 3br 2bath- Sleeps 9,Mission Bay,32.78574,-117.254,320
1511818,"Lovely Relaxing Ocean View-1bedroom, Sleeps 4",Mission Bay,32.78568,-117.25392,237
1526193,3BD 2.5BA Beautiful Furnished Condo,Mission Bay,32.77288,-117.25255,399
1548218,Del Mar Beach ~ Ocean View Townhome,Del Mar Heights,32.93621,-117.25346,275
1552090,Casita in Sunny San Diego near SDSU,College Area,32.77173,-117.0519,60
1570908,Charming Private Mission Bay Cottage,Bay Park,32.79125,-117.20184,196
1574434,3 Bedroom Artist Retreat w/ Pool & Jacuzzi!,Bird Land,32.78177,-117.16036,295
1574834,Red Surf Cottage OB,Ocean Beach,32.74884,-117.25145,129
1576848,Clairemont Oasis,North Clairemont,32.83699,-117.19682,199
1577427,Sunny San Diego,North Clairemont,32.83675,-117.19578,39
1579303,2-bedroom Mission Beach home with private patio,Mission Bay,32.76264,-117.25021,300
1579313,The South Park Tiki Bungalow.   #the_tiki_bungalow,North Hills,32.73044,-117.12571,89
1588930,University Heights Craftsman Home,West University Heights,32.76107,-117.14785,180
1589977,Ocean View Studio,La Jolla,32.82259,-117.26785,139
1602553,Downtown Victorian Gem,Grant Hill,32.71077,-117.14394,119
1614216,Clean 2BD/w Parking San Diego CA.,West University Heights,32.75368,-117.15016,280
1629171,Studio Beach Cottage w/ AC  *CDC Enhanced Cleaning,Pacific Beach,32.80303,-117.25876,159
1629836,"Gorgeous, Luxury Loft in Downtown San Diego",East Village,32.71006,-117.15553,125
1630071,Villa 37th San Diego,City Heights West,32.74914,-117.11334,60
1632229,50 Steps to the Bay & 100 steps to the Ocean!,Mission Bay,32.78433,-117.25137,135
1640774,Guest House,Normal Heights,32.75843,-117.12009,110
